Age32-40, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States,0
Age51-60, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,Hour36-50, United-States,0
Age24-31, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,Hour36-50, United-States,0
Age32-40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,Hour36-50, United-States,0
Age51-60, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States,0
Age41-50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour21-35, United-States,0
Age24-31, Private, HS-grad, Never-married, Sales, Own-child, White, Female,Hour51-70, United-States,0
Age32-40, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,Hour36-50, United-States,0
Age41-50, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,Hour51-70, United-States,0
Age24-31, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,Hour21-35, United-States,0
Age41-50, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,Hour36-50, United-States,0
Age17-23, Private, 11th, Never-married, Sales, Own-child, White, Female,Hour36-50, United-States,0
Age41-50, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
Age17-23, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,Hour36-50, United-States,0
Age41-50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour51-70, United-States,1
Age41-50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age61-70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour1-20, United-States,0
Age61-70, Self-emp-not-inc, 7th-8th, Widowed, Farming-fishing, Other-relative, White, Female,Hour21-35, United-States,0
Age24-31, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,Hour36-50, United-States,0
Age24-31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,Hour21-35, Mexico,0
Age41-50, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,Hour1-20, ?,0
Age32-40, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Black, Male,Hour36-50, United-States,0
Age41-50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age61-70, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,Hour36-50, Peru,0
Age41-50, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Self-emp-not-inc, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,Hour36-50, United-States,1
Age32-40, Private, 10th, Never-married, Other-service, Unmarried, Black, Female,Hour36-50, Jamaica,0
Age41-50, Local-gov, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,Hour36-50, United-States,0
Age17-23, Private, 11th, Never-married, Adm-clerical, Other-relative, White, Female,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,Hour21-35, United-States,0
Age41-50, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,Hour36-50, United-States,1
Age17-23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,Hour21-35, United-States,0
Age32-40, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour51-70, United-States,0
Age32-40, Private, 12th, Divorced, Exec-managerial, Not-in-family, White, Male,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,Hour21-35, United-States,0
Age51-60, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,Hour36-50, United-States,1
Age41-50, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Female,Hour51-70, United-States,0
Age41-50, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour51-70, United-States,0
Age32-40, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,Hour51-70, United-States,0
Age41-50, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,Hour1-20, United-States,0
Age41-50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,Hour21-35, United-States,0
Age24-31, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,Hour36-50, United-States,0
Age32-40, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour51-70, United-States,1
Age32-40, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,Hour36-50, United-States,0
Age17-23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,Hour36-50, United-States,0
Age24-31, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,0
Age41-50, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,Hour36-50, Mexico,0
Age41-50, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,Hour21-35, Iran,0
Age41-50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,Hour21-35, United-States,0
Age24-31, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States,0
Age17-23, Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,Hour1-20, United-States,0
Age41-50, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Self-emp-inc, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,Hour36-50, United-States,0
Age41-50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour51-70, United-States,1
Age17-23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,Hour1-20, United-States,0
Age24-31, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,Hour51-70, United-States,0
Age32-40, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour36-50, United-States,1
Age51-60, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,Hour1-20, United-States,1
Age51-60, ?, 12th, Married-civ-spouse, ?, Wife, Black, Female,Hour36-50, United-States,1
Age17-23, Private, Some-college, Never-married, Sales, Own-child, White, Female,Hour1-20, United-States,0
Age24-31, Private, Some-college, Divorced, Other-service, Own-child, Black, Male,Hour36-50, United-States,0
Age51-60, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour71-99, United-States,1
Age32-40, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour51-70, United-States,0
Age51-60, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour21-35, United-States,0
Age41-50, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,Hour36-50, United-States,1
Age32-40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,Hour36-50, United-States,0
Age51-60, ?, 1st-4th, Married-spouse-absent, ?, Unmarried, Amer-Indian-Eskimo, Male,Hour36-50, United-States,0
Age41-50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour51-70, United-States,0
Age24-31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
Age24-31, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour51-70, United-States,1
Age61-70, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour1-20, United-States,0
Age24-31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,Hour36-50, United-States,0
Age41-50, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,Hour36-50, United-States,0
Age61-70, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,Hour21-35, United-States,0
Age17-23, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,Hour1-20, United-States,0
Age17-23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,Hour36-50, United-States,0
Age17-23, Private, Some-college, Never-married, Sales, Own-child, White, Female,Hour21-35, United-States,0
Age41-50, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Other, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,Hour36-50, United-States,0
Age51-60, Private, 12th, Divorced, Farming-fishing, Own-child, White, Male,Hour36-50, United-States,0
Age51-60, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,1
Age24-31, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,Hour21-35, United-States,0
Age41-50, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,Hour51-70, United-States,1
Age41-50, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age17-23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,Hour21-35, United-States,0
Age32-40, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,Hour36-50, Mexico,0
Age32-40, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,Hour1-20, United-States,0
Age61-70, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
Age32-40, Private, Preschool, Married-civ-spouse, Other-service, Husband, White, Male,Hour36-50, Mexico,0
Age17-23, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,Hour1-20, United-States,0
Age41-50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,Hour51-70, United-States,0
Age51-60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age24-31, ?, HS-grad, Never-married, ?, Own-child, White, Male,Hour36-50, United-States,0
Age41-50, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,Hour51-70, United-States,0
Age24-31, Local-gov, HS-grad, Separated, Transport-moving, Own-child, White, Male,Hour36-50, United-States,0
Age32-40, Private, Assoc-voc, Never-married, Tech-support, Unmarried, White, Female,Hour51-70, United-States,0
Age51-60, Federal-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,Hour36-50, United-States,0
Age41-50, Private, 1st-4th, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,Hour36-50, Vietnam,0
Age17-23, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,Hour21-35, United-States,0
Age32-40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour51-70, United-States,1
Age51-60, Private, Some-college, Separated, Adm-clerical, Other-relative, White, Male,Hour36-50, United-States,0
Age17-23, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, Black, Male,Hour36-50, United-States,0
Age32-40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,1
Age41-50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,Hour36-50, United-States,0
Age17-23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,Hour21-35, United-States,0
Age51-60, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,Hour36-50, United-States,1
Age32-40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age17-23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,Hour36-50, United-States,0
Age32-40, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,Hour21-35, United-States,0
Age51-60, Private, 12th, Divorced, Transport-moving, Not-in-family, White, Female,Hour36-50, United-States,0
Age41-50, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Private, Some-college, Widowed, Protective-serv, Not-in-family, Black, Female,Hour36-50, United-States,0
Age51-60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
Age51-60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,Hour21-35, United-States,0
Age51-60, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,Hour36-50, United-States,0
Age24-31, ?, Some-college, Never-married, ?, Own-child, Asian-Pac-Islander, Male,Hour36-50, Philippines,0
Age24-31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, White, Female,Hour1-20, United-States,1
Age41-50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,Hour36-50, United-States,0
Age41-50, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,Hour36-50, United-States,0
